Time,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Direction
1553187447614,1347.989013671875,-11757.44140625,0,0,0,0,1696.05029296875,30331.29296875,Rest
1553187447614,1341.64111328125,-11751.7197265625,0,0,0,0,1710.2659912109375,30337.552734375,Rest
1553187447615,1324.989013671875,-11743.7626953125,0,0,0,0,1727.6109619140625,30366.921875,Rest
1553187447615,1319.0657958984375,-11784.0185546875,0,0,0,0,1709.1484375,30356.373046875,Rest
1553187447615,1336.03076171875,-11755.1845703125,0,0,0,0,1690.8199462890625,30332.701171875,Rest
1553187447616,1328.788818359375,-11765.2421875,0,0,0,0,1707.3155517578125,30334.400390625,Rest
1553187447616,1303.687744140625,-11746.6240234375,0,0,0,0,1725.4652099609375,30366.609375,Rest
1553187447616,1299.5303955078125,-11799.26171875,0,0,0,0,1713.283447265625,30367.66015625,Rest
1553187447616,1325.8607177734375,-11754.357421875,0,0,0,0,1702.510009765625,30348.99609375,Rest
1553187447616,1321.4573974609375,-11777.8935546875,0,0,0,0,1702.398193359375,30335.49609375,Rest
1553187447651,1304.24658203125,-11743.8740234375,0,0,0,0,1724.34765625,30364.865234375,Rest
1553187447652,1297.809326171875,-11797.2724609375,0,0,0,0,1711.383544921875,30372.2421875,Rest
1553187447655,1329.9287109375,-11751.1162109375,0,0,0,0,1697.212646484375,30345.576171875,Rest
1553187447656,1332.879150390625,-11770.3388671875,0,0,0,0,1697.8160400390625,30330.064453125,Rest
1553187447657,1314.483642578125,-11736.7890625,0,0,0,0,1717.75390625,30364.017578125,Rest
1553187447657,1300.55859375,-11787.5947265625,0,0,0,0,1713.5294189453125,30375.998046875,Rest
1553187447657,1307.2193603515625,-11769.556640625,0,0,0,0,1691.6917724609375,30347.498046875,Rest
1553187447657,1323.7596435546875,-11774.6083984375,0,0,0,0,1684.4273681640625,30330.890625,Rest
1553187447658,1311.689697265625,-11745.3271484375,0,0,0,0,1705.05810546875,30347.56640625,Rest
1553187447658,1296.5799560546875,-11782.6318359375,0,0,0,0,1705.0133056640625,30372.533203125,Rest
1553187447756,1263.119384765625,-11847.5869140625,0,0,0,0,1686.26025390625,30427.96484375,Rest
1553187447756,1271.2330322265625,-11834.935546875,0,0,0,0,1666.724853515625,30402.751953125,Rest
1553187447757,1270.2943115234375,-11851.341796875,0,0,0,0,1652.173828125,30374.9921875,Rest
1553187447757,1257.0396728515625,-11823.916015625,0,0,0,0,1677.900634765625,30400.115234375,Rest
1553187447757,1252.6588134765625,-11853.5546875,0,0,0,0,1685.6790771484375,30436.1015625,Rest
