7.437094598945859225e-01,6.184559923556390837e-01,1.268767656056116966e+00,1.383238398637562927e-01,3.518833376354062459e-01,9.859408783780349017e-02,1.502186675473276001e-01,3.967688439055134242e-01,1.138021401939774413e-01,2.750762011356327363e+00
7.440148679971152479e-01,5.794203468680869662e-01,1.033792092948036201e+00,7.082563260725990850e-02,2.924599204115090889e-01,7.386613400809957652e-02,1.978456020031567897e-01,3.983493772304446123e-01,1.093827605907642248e-01,2.137153984110903515e+00
8.564182969846415583e-01,6.561261978702576103e-01,7.433956300931567895e-01,6.454489885528968962e-02,2.596804521952737477e-01,9.317757691614661497e-02,2.331762756321490992e-01,4.115645239904802688e-01,2.236962470905085321e-01,1.527473504568636065e+00
1.015026492416344128e+00,7.523499444126320324e-01,4.862222228647020139e-01,1.042808140211099466e-01,2.378226513556407629e-01,1.448125276124798966e-01,2.822628487159398181e-01,4.072625573364351825e-01,3.659388442547960585e-01,1.020375066025041466e+00
1.124445056510077423e+00,7.648701859877918841e-01,3.110106397348375573e-01,1.465833923820770990e-01,2.740833977723450832e-01,1.792555319854704787e-01,3.094387906041868863e-01,4.499486227710349229e-01,4.207004597786019873e-01,6.821647729687538853e-01
1.134070029146648340e+00,6.863660234099605573e-01,2.122120314683868803e-01,1.617088634508025147e-01,3.578648358690360021e-01,1.938241116939667941e-01,3.183867033953053927e-01,5.523885803713605158e-01,3.497552581852239606e-01,4.913310344759801440e-01
1.032965538731739130e+00,5.304443901874510425e-01,1.899975581810347813e-01,1.676225094656187964e-01,4.789964206274640590e-01,1.729003585214020644e-01,3.382432011753611634e-01,6.498945836379050878e-01,2.184030698663596559e-01,3.785231169054703027e-01
8.818401476317860865e-01,3.135387047237264135e-01,2.510455352666416950e-01,2.201349638150767174e-01,6.374771144385946720e-01,1.122322595379969534e-01,3.601801289353411262e-01,6.999744542661155977e-01,8.889050814495270958e-02,3.362514418152516837e-01
7.193599937945850398e-01,1.099386293074191417e-01,3.872851140667933900e-01,3.898897356270889514e-01,8.197114575035424622e-01,4.708008354317315403e-02,3.675313989298296669e-01,6.895334751518125138e-01,2.789966333097030488e-02,3.419270343420440228e-01
5.660173108590399460e-01,4.307085494052316846e-03,5.997877214704709914e-01,7.230849337516881414e-01,1.000841571358026538e+00,1.498534544062571187e-02,3.511743226543015406e-01,6.247357017709294080e-01,6.376047474108251234e-02,3.841040878116828150e-01
4.679575261393941199e-01,4.845630993218286858e-02,8.361599505961977430e-01,1.216670017036587614e+00,1.210227007360960227e+00,2.645188994666873572e-02,2.876093765715607153e-01,5.516819066153715312e-01,1.635246336687648239e-01,4.398812614539225896e-01
4.084016980017656784e-01,2.111421460073632794e-01,1.075304621234804081e+00,1.842792414740916263e+00,1.427970875541462625e+00,8.454054098820984464e-02,1.996413312938027373e-01,4.787111134592954009e-01,2.789265356445015942e-01,4.963905756407689385e-01
3.826931991637533836e-01,3.842428265279224653e-01,1.341180219013641928e+00,2.515983034872238733e+00,1.598332979851059266e+00,1.843935923347320982e-01,1.098663267602457416e-01,4.169297224974289895e-01,3.651885085598202685e-01,5.370138768544095997e-01
3.558360884914560929e-01,5.095759670763675420e-01,1.616368531016393106e+00,3.081253181284647091e+00,1.717054412551197284e+00,2.943423198953284414e-01,4.051318974131359885e-02,3.715888792923051076e-01,3.865024628546868124e-01,5.613796398564123713e-01
3.474964892738087174e-01,5.325969946446095227e-01,1.850729241143278969e+00,3.471492479383051499e+00,1.732985028789959525e+00,3.829640751755598038e-01,4.346921342684779109e-03,3.528417972399974234e-01,3.324325877645959437e-01,5.671782148099643317e-01
3.462554930668308995e-01,4.523550694642770043e-01,2.021400638108326486e+00,3.614735361412960035e+00,1.630995626649814456e+00,4.275349123710734389e-01,8.965258037638659805e-03,3.591673842470333722e-01,2.305766178180274073e-01,5.442152909640370906e-01
3.474897042206878672e-01,3.080768184769949736e-01,2.087344001486784784e+00,3.527697195159679833e+00,1.397370403256946503e+00,4.290178505092991923e-01,5.446329961660494046e-02,3.771943459676594945e-01,1.252910070616185811e-01,4.982300375750089438e-01
3.486252583757588064e-01,1.495036101650839278e-01,2.052248465060192650e+00,3.229692084623886128e+00,1.075765577816418128e+00,3.934425514531819656e-01,1.304580890470598831e-01,3.910911731335934838e-01,5.655647650913924601e-02,4.439616650923749464e-01
3.595406298746128826e-01,3.625825649877239404e-02,1.917446272878729374e+00,2.775409301560788577e+00,7.381251421773494803e-01,3.302027324636537253e-01,2.190668190986333475e-01,3.859990671776339921e-01,4.177893599925489032e-02,4.030093695761595152e-01
3.553726401903661847e-01,9.793909700549734490e-03,1.738402732845412579e+00,2.199361606169440542e+00,4.690693712617651778e-01,2.502319655364768636e-01,2.992593904807844818e-01,3.516555857047682365e-01,7.773457265227200208e-02,3.852319660608204410e-01
3.293896705905514644e-01,8.449533857171728779e-02,1.528868121401701030e+00,1.607401194339972639e+00,2.888246333743860750e-01,1.719683368150261293e-01,3.456406483049931366e-01,2.968326879753617198e-01,1.421946229422939856e-01,3.864482775592558705e-01
2.957017216939079596e-01,2.652974780202128069e-01,1.251867998249137415e+00,1.112206767613650227e+00,1.895143865029965402e-01,1.035857897818514006e-01,3.521380655251858394e-01,2.275606782683695650e-01,2.090651457205927599e-01,3.891972699089705223e-01
2.904480125097972931e-01,5.241058152495622346e-01,9.112072372306070367e-01,7.474468139142577128e-01,1.425664292580137160e-01,6.626820919499155915e-02,3.133918760834192296e-01,1.587314899812491131e-01,2.552599347729277990e-01,3.785482458762579605e-01
3.195758462046273118e-01,7.981922319771630470e-01,5.636532931138521496e-01,5.149159700542443874e-01,1.054957301243752282e-01,7.429682294575742918e-02,2.347269705272018725e-01,1.035288327668110048e-01,2.652449005548773164e-01,3.582605219333266922e-01
3.942414176929660008e-01,1.028559492417061572e+00,2.690877978724399711e-01,3.890514652587220845e-01,5.913272891179149199e-02,1.244440117148133962e-01,1.443461783306538571e-01,6.324726633753827154e-02,2.458679935755928581e-01,3.327081354264358470e-01
4.957102373002273410e-01,1.188100034964311824e+00,8.291395983771610023e-02,3.495598455690459017e-01,1.413567581017927295e-02,1.928984265247134511e-01,7.119596816930343075e-02,3.589102693069313316e-02,2.116506370077761157e-01,3.130880756566120637e-01
6.036666215140329417e-01,1.275859627268034480e+00,4.983182829491104859e-02,3.656883128761153623e-01,2.334524872471189193e-03,2.577695816417730490e-01,2.523121993304450542e-02,2.440555520315563359e-02,1.859468675130756532e-01,3.033751553455362737e-01
6.644820418142287632e-01,1.323233849543891782e+00,1.691225198355018888e-01,4.110235522252266294e-01,4.884552900957809390e-02,3.114458932776905664e-01,1.094635876934686378e-02,3.142104391252054790e-02,2.009047074142863709e-01,2.855983435461636466e-01
6.325235474017433246e-01,1.357993303649465577e+00,4.076525697359055789e-01,4.683585903686096064e-01,1.462997233958885646e-01,3.508210510415721295e-01,4.096332510485598682e-02,6.233376489559588896e-02,2.497832122126805998e-01,2.535354905479915710e-01
5.456385884255082752e-01,1.338443085873956662e+00,7.022128601356263378e-01,5.473633354165918785e-01,2.561421305058271813e-01,3.717195836071537363e-01,1.230116121252782108e-01,1.250712251184801227e-01,3.062490134967654765e-01,2.116611554278929885e-01
4.622311272677969707e-01,1.214602455831643724e+00,1.000939098581815845e+00,6.452804100152015332e-01,3.155523680681360243e-01,3.980990979836450117e-01,2.466512171570298395e-01,2.089731200945788847e-01,3.492027688781524919e-01,1.681563478717648386e-01
3.833588525188871277e-01,1.023809907609621206e+00,1.208008114028221724e+00,7.769198818900735493e-01,2.873699345170805941e-01,4.419075392605556485e-01,3.922424274572897107e-01,2.887901017548513694e-01,3.739031744786681655e-01,1.263883474751833769e-01
